data_split,vnf_profile,vCPU_cores,VNF_memory_MB,Link_Capacity_limit_Mbps,offered_load_pps,offered_load_mbps,VNF_cpu_utilization_pct,VNF_memory_utilization_pct,vfw_forwarded_packets_per_sec,vfw_dropped_packets_per_sec,MQTT_package_latency_p99_ms,MQTT_package_loss_pct,MQTT_devices_connected
train,vfw,2,768,95,16091.3434,94.9592,19.9955,25.5798,7376.87,11415.3778,0.0165,0.0666,50.0
train,vfw,4,256,60,12226.6524,59.966,7.4249,55.0832,3629.149,9635.2276,0.0527,0.5329,50.0
train,vfw,2,1024,25,8543.7005,24.9998,12.8458,25.7856,864.2673,9385.7381,0.0994,0.9992,50.0
train,vfw,1,640,99999,18986.8087,126.9724,52.9714,23.5265,10005.2179,11322.8875,0.0014,0.0,50.0
train,vfw,1,1024,30,9021.1557,30.0066,18.5404,24.1873,1607.9219,9574.168,0.0827,0.9326,50.0
train,vfw,3,768,30,9049.1984,30.0002,7.6146,24.8801,417.1609,8524.4264,0.1304,0.933,50.0
train,vfw,4,512,50,11080.3523,49.9854,7.6014,28.014,2909.3749,7379.5846,0.1026,0.6661,50.0
train,vfw,2,640,80,14474.2261,79.9659,18.8847,25.3716,5658.6647,10605.7985,0.017,0.2666,50.0
train,vfw,2,1024,70,13387.8076,69.9963,16.5208,26.0676,4919.4304,10591.2673,0.0482,0.3997,50.0
train,vfw,1,640,75,13900.9977,75.0158,39.825,24.641,5244.9423,10515.9963,0.0168,0.3333,50.0
train,vfw,4,384,75,13876.1587,74.9892,9.8325,42.1906,5178.885,9640.8361,0.1576,0.3331,50.0
train,vfw,3,256,95,16052.4306,94.9805,17.0773,51.3337,7307.9802,11242.9101,0.0132,0.0667,50.0
train,vfw,1,384,30,8960.0412,29.9775,31.4137,36.8693,867.4249,8765.0501,0.0416,0.933,49.0
train,vfw,2,640,30,9034.3268,29.9452,12.2654,24.6037,438.8195,8363.8777,0.0242,0.9331,50.0
train,vfw,4,256,25,8386.0197,24.9896,5.1103,53.8757,895.3913,9045.7904,0.0,0.9992,50.0
train,vfw,4,896,55,11711.8554,55.0211,7.7018,27.7533,3350.3013,9421.497,0.2232,0.6005,50.0
train,vfw,2,512,65,12852.725,64.9791,16.7635,24.6264,4478.663,10343.327,0.0076,0.4667,50.0
train,vfw,3,768,40,10140.9027,40.0029,9.7335,25.3192,1897.6626,9047.6947,0.1855,0.7997,50.0
train,vfw,4,256,55,11686.3238,54.9951,6.6994,54.6886,3474.3827,9774.0641,0.0575,0.5995,50.0
train,vfw,1,384,50,11147.7268,49.9621,37.5924,36.7157,2932.5831,9661.1172,0.0338,0.6664,49.0
train,vfw,2,512,50,11217.4788,49.9623,15.726,24.6537,3175.5026,9585.9871,0.0047,0.6667,50.0
train,vfw,3,256,75,13891.4456,74.987,15.2183,51.5822,5379.5498,9587.6527,0.0094,0.3333,50.0
validation,vfw,2,512,100,16630.2,99.9251,26.8778,24.2844,7386.2,11094.3556,0.0142,0.0,50.0
train,vfw,4,1024,35,9561.8908,35.0001,6.0105,27.3848,1149.7214,8664.6384,0.3783,0.8664,49.0
train,vfw,2,384,45,10623.247,44.9601,17.1434,37.6477,1788.0687,8751.2696,0.0375,0.733,50.0
train,vfw,3,1024,95,16103.0782,94.9978,13.1058,26.7493,5968.5878,10401.2879,0.1822,0.0666,50.0
train,vfw,3,896,45,10692.1546,44.9902,9.2895,25.5598,2460.1226,8487.0113,0.4595,0.7329,50.0
train,vfw,1,896,95,16122.564,94.9397,37.8159,24.4498,6471.1424,10497.292,0.0178,0.0666,50.0
train,vfw,2,896,40,10153.4982,39.9896,13.2881,25.1926,1439.0349,8902.6357,0.0624,0.7995,50.0
train,vfw,2,640,85,15019.5548,84.9645,19.4571,25.2589,6274.6776,10951.7251,0.0163,0.2,50.0
train,vfw,2,512,95,16109.0785,94.9449,22.0761,25.0479,7114.9623,11284.8859,0.0133,0.0667,50.0
train,vfw,4,384,75,13863.6321,74.9861,9.1896,41.9786,4217.0278,9003.6917,0.0484,0.3331,50.0
train,vfw,3,512,45,10679.2098,44.9764,8.4398,24.8906,2088.0008,9165.6547,0.0037,0.7333,50.0
train,vfw,3,768,85,15000.3585,85.0258,11.3581,25.4096,5778.3783,10674.9153,0.1252,0.1999,50.0
train,vfw,4,896,30,8980.7588,30.0117,6.8393,27.4386,1314.3676,8702.5806,0.3393,0.9328,49.0
train,vfw,1,384,80,14431.5649,79.9431,46.3377,36.7915,5585.6485,10647.4208,0.0221,0.2666,50.0
train,vfw,1,384,55,11697.7747,54.9603,38.4156,36.8777,3611.6865,10069.7938,0.0319,0.5998,49.0
train,vfw,1,256,55,11711.4231,54.8982,40.7271,49.1656,2870.0573,9217.7676,0.058,0.5995,49.0
train,vfw,1,896,80,14475.8422,79.9486,36.0178,24.217,5706.6103,10684.2283,0.028,0.2665,50.0
train,vfw,2,1024,35,9619.8174,35.0077,10.8613,25.7136,1497.3305,9395.4681,0.0881,0.866,50.0
train,vfw,1,512,45,10579.1388,44.9941,32.2213,24.3236,2679.6113,9734.5384,0.0038,0.7333,50.0
train,vfw,2,512,25,8503.5777,24.99,10.6732,24.4143,461.7324,8677.8465,0.0,1.0,50.0
train,vfw,4,1024,40,10116.4549,40.0136,7.224,27.5776,1965.1636,8976.2061,0.4946,0.8,49.0
train,vfw,1,512,45,10566.9076,44.9728,32.2526,24.2127,2106.3703,9196.4068,0.0038,0.7333,50.0
train,vfw,3,1024,65,12839.007,64.978,10.2218,26.0391,3224.8712,8649.2598,0.3218,0.4663,50.0
train,vfw,4,256,75,13889.6841,74.9938,9.1474,55.5946,5242.1748,10466.3832,0.0383,0.3331,50.0
train,vfw,4,512,75,13847.47,75.0122,10.3709,28.3285,5248.0372,9590.7434,0.0584,0.3331,50.0
train,vfw,3,256,45,10637.1314,44.961,11.1538,51.7795,1883.8233,6867.1421,0.0038,0.7333,50.0
train,vfw,3,512,60,12313.6245,59.9992,10.1346,25.0932,3748.2285,9574.4511,0.111,0.5333,50.0
train,vfw,3,896,75,13918.624,74.982,11.998,25.6109,4413.3593,9596.3226,0.1557,0.3331,50.0
train,vfw,3,896,99999,18969.8736,126.9728,16.3933,26.0181,9403.8343,10252.0174,0.0014,0.0,50.0
train,vfw,4,256,35,9495.2975,34.9841,4.9261,54.2585,1607.5351,9099.7127,0.0768,0.866,50.0
train,vfw,3,768,95,16089.2478,95.0183,12.8505,25.835,6310.1803,10803.4629,0.0999,0.0666,50.0
train,vfw,2,896,85,15005.3268,84.9808,16.991,25.7463,5619.1423,10236.5158,0.0262,0.1999,50.0
train,vfw,1,512,50,11126.3071,49.993,33.6689,24.2848,2422.9982,8998.9692,0.0048,0.6667,50.0
train,vfw,2,768,40,10146.1119,39.9974,15.6748,25.3056,2340.8005,9852.3844,0.0426,0.7997,50.0
train,vfw,2,768,30,9063.7842,30.0001,10.8393,25.073,928.7422,9127.1623,0.0474,0.933,50.0
train,vfw,3,384,85,14982.0389,84.9934,13.6001,38.3503,5961.2684,10300.8928,0.0113,0.2,50.0
train,vfw,4,384,70,13322.5039,69.9964,7.4132,42.1526,4636.3481,9413.4015,0.1193,0.3997,50.0
train,vfw,1,256,25,8457.0667,25.0099,33.2889,49.6191,629.2222,8861.6889,0.0872,0.9992,48.0
train,vfw,2,896,55,11763.5925,55.0008,14.5832,25.1956,3596.2072,10132.5558,0.0504,0.5996,50.0
train,vfw,2,384,55,11722.8157,54.9842,17.614,38.1006,3059.0965,9749.7565,0.0332,0.5997,50.0
train,vfw,2,512,100,16646.4086,99.9302,22.9943,25.0416,7088.1653,10766.8868,0.0142,0.0,50.0
train,vfw,1,384,35,9507.7361,34.9695,32.2898,36.8602,2286.3516,9990.8981,0.0397,0.8663,49.0
train,vfw,2,768,40,10147.7049,39.9984,13.9943,25.0869,2298.9526,9801.0543,0.0426,0.7997,50.0
train,vfw,3,768,65,12843.7027,64.9828,10.4032,25.8018,4579.3611,9549.9351,0.1799,0.4665,50.0
train,vfw,3,512,99999,18952.9211,126.9364,17.6293,25.0525,7681.4478,8392.1052,0.0015,0.0,50.0
train,vfw,2,256,75,13889.203,75.0048,22.1323,50.6133,4874.117,10046.1741,0.04,0.333,50.0
train,vfw,4,1024,55,11744.3672,55.0302,7.2978,27.4241,2418.0114,8921.4448,0.2662,0.6008,49.0
train,vfw,2,640,40,10137.8445,39.9827,13.1031,24.7992,1744.5152,9110.269,0.0227,0.7998,50.0
train,vfw,2,896,50,11227.7103,49.9948,15.3483,25.4232,3046.9643,10103.1849,0.0544,0.6663,50.0
train,vfw,1,896,65,12824.0802,64.9541,30.9733,23.8756,4100.0616,10081.6277,0.0431,0.4664,50.0
train,vfw,1,768,100,16664.0541,99.9896,43.1581,24.787,7229.829,10992.8941,0.0143,0.0,50.0
train,vfw,3,384,70,13363.8097,69.9864,12.4087,38.3795,4830.2946,9560.6658,0.0085,0.4,50.0
train,vfw,3,256,35,9551.4477,34.9497,9.8944,51.8881,775.8237,5872.6029,0.0019,0.8667,50.0
train,vfw,3,896,25,8514.5425,24.9958,8.5886,25.2153,702.807,8005.3992,0.4015,0.9994,50.0
train,vfw,4,256,55,11695.8378,54.9879,7.1907,55.5002,3629.4251,10006.3085,0.0576,0.5995,50.0
train,vfw,2,256,35,9482.5881,35.0155,14.0751,52.2165,1938.1309,9539.5516,0.0815,0.8659,50.0
train,vfw,1,384,30,8957.2379,29.9729,32.2576,36.6036,1117.4387,9028.9729,0.0416,0.933,49.0
train,vfw,2,384,30,8992.9349,29.9874,13.2026,38.5436,1135.4316,9097.7318,0.0438,0.9329,50.0
train,vfw,1,512,70,13334.1437,70.0298,41.3066,24.7861,4974.8481,10328.9724,0.0085,0.4,50.0
train,vfw,4,512,65,12738.647,64.9911,9.2823,28.286,4574.344,8863.3807,0.076,0.4663,50.0
train,vfw,1,512,35,9464.1302,34.9524,28.5397,24.009,1425.7565,9033.0499,0.0019,0.8667,50.0
train,vfw,4,256,30,8949.5117,29.9963,7.2398,54.3775,1219.2487,9033.0221,0.0816,0.9326,50.0
train,vfw,3,1024,100,16636.4326,100.0308,13.449,26.343,5226.9708,11118.9448,0.0141,0.0,50.0
train,vfw,3,384,65,12822.6877,65.0103,11.0016,38.105,4514.6119,9684.9414,0.0076,0.4667,50.0
train,vfw,3,512,70,13379.315,70.0002,10.4855,25.2761,4919.8822,10275.5743,0.0085,0.4,50.0
train,vfw,1,896,95,16125.4149,94.9496,37.5885,24.6585,6936.0064,11008.3216,0.0177,0.0666,50.0
train,vfw,4,384,55,11658.5592,54.975,7.536,41.5955,3707.6401,9302.2781,0.0757,0.5995,50.0
train,vfw,1,384,55,11699.2825,54.9755,39.5541,36.8254,3784.9972,10268.7047,0.0319,0.5998,49.0
train,vfw,3,384,40,10133.5259,39.9951,9.4869,38.3708,1589.7458,7804.0622,0.0028,0.8,50.0
train,vfw,4,256,50,11140.7574,49.9804,7.5893,55.0155,3180.9236,9620.2834,0.0623,0.6661,50.0
train,vfw,1,512,70,13337.3932,70.0426,41.233,24.6286,4944.6238,10530.4523,0.0086,0.4,50.0
train,vfw,3,256,65,12811.1451,64.9891,13.8765,51.5843,4180.0828,8753.3704,0.0075,0.4667,50.0
train,vfw,1,640,40,10036.5033,39.9886,28.0517,23.8763,2163.436,9852.1119,0.0180,0.7998,50.0
train,vfw,4,768,65,12776.2802,65.0096,8.9752,27.9624,3919.1232,9170.1643,0.1432,0.4672,50.0
train,vfw,1,640,65,12803.8795,65.0027,36.6094,24.3362,3959.0798,9791.9639,0.0178,0.4666,50.0
train,vfw,2,512,75,13912.128,74.9044,20.1255,24.7718,4508.3729,9650.2887,0.0095,0.3333,50.0
train,vfw,4,512,35,9425.8259,34.9964,4.9161,27.6499,1068.3383,6215.3752,0.1292,0.866,50.0
train,vfw,4,512,40,9978.3029,39.988,7.9116,27.5179,1428.8399,6465.8449,0.1203,0.7994,50.0
train,vfw,4,768,85,14984.176,85.0416,10.1469,28.3792,6053.6982,10282.5543,0.1273,0.2012,50.0
validation,vfw,4,1024,25,8578.0667,25.0098,4.9222,27.3083,607.0889,9065.7333,0.0677,0.9992,50.0
train,vfw,2,384,60,12268.9962,59.9837,18.5703,38.0049,3499.1102,9960.9333,0.0311,0.5331,50.0
train,vfw,3,384,85,14980.5841,84.9947,14.4674,38.5867,6258.5626,10738.6603,0.0096,0.2,50.0
train,vfw,4,512,40,9980.5574,39.9912,6.7828,27.5691,1312.4511,6339.8627,0.1203,0.7994,50.0
train,vfw,3,384,75,13903.1037,74.9928,12.8201,38.3002,4728.9815,9456.339,0.0094,0.3333,50.0
train,vfw,3,768,25,8538.8408,24.9955,5.6699,24.9892,380.9,7222.5771,0.3728,0.9996,50.0
train,vfw,1,896,55,11737.4174,54.9798,28.1082,24.3024,3923.088,10432.5382,0.0451,0.5996,50.0
train,vfw,2,512,90,15562.4109,89.9449,23.1946,25.1543,7108.6554,11415.3778,0.0123,0.1333,50.0
train,vfw,3,512,25,8546.6553,25.0002,6.0351,24.7489,623.3116,8897.3463,0.0,1.0,50.0
train,vfw,1,768,80,14464.6463,79.985,37.9644,24.5121,5830.6877,10791.6153,0.0222,0.2666,50.0
train,vfw,4,768,30,8945.669,30.0025,5.6958,27.5987,1429.6243,8164.1998,0.2722,0.9327,50.0
validation,vfw,2,512,99999,18933.8889,126.8533,21.0778,24.2065,9807.3333,10923.0444,0.0016,0.0,50.0
train,vfw,3,1024,40,10137.2885,39.994,9.5481,25.7244,1699.2193,8103.2042,0.5004,0.7994,50.0
train,vfw,4,768,35,9496.038,34.9989,6.1699,27.6129,2059.6572,8055.2475,0.2538,0.8662,50.0
train,vfw,2,512,80,14474.36,79.9444,21.6495,24.9471,5629.2361,10566.6714,0.0104,0.2667,50.0
train,vfw,1,640,90,15556.8254,90.0294,44.3048,24.8453,6249.7363,10605.2085,0.0153,0.1333,50.0
train,vfw,4,640,70,13319.2068,70.0075,9.103,28.0475,3810.3876,8447.9307,0.0959,0.4002,50.0
train,vfw,2,384,90,15552.0158,89.9742,23.5451,37.5495,6990.8743,11356.7203,0.0184,0.1333,50.0
train,vfw,4,512,75,13842.2852,74.9983,11.4132,28.0982,4965.6617,9279.9137,0.0584,0.3331,50.0
train,vfw,1,640,100,16654.1167,100.0367,47.996,25.1053,7662.2336,11319.9185,0.0143,0.0,50.0
train,vfw,4,1024,80,14463.9651,80.0653,9.6092,27.8392,5404.9493,10375.2593,0.1262,0.2689,50.0
train,vfw,3,768,99999,18955.588,126.9243,17.7665,25.8795,8262.8297,9192.227,0.0014,0.0,50.0
train,vfw,2,896,35,9590.896,34.9498,12.8899,25.3386,889.3042,8637.9484,0.0665,0.8661,50.0
train,vfw,2,1024,60,12312.3855,59.9919,14.6598,25.6577,3255.5286,9492.6924,0.0596,0.5329,50.0
train,vfw,1,512,100,16646.9833,100.0827,51.8656,25.3522,8063.4573,11363.9025,0.0159,0.0,50.0
train,vfw,2,1024,55,11766.585,55.0107,14.1352,25.4462,3510.3642,10169.9331,0.0653,0.5995,50.0
train,vfw,4,384,25,8359.4036,24.9993,5.3799,40.5279,387.7098,7382.8661,0.1167,0.9992,50.0
train,vfw,4,640,90,15513.1208,90.0298,11.8444,28.4575,5885.9059,9906.4197,0.0414,0.1339,50.0
train,vfw,1,256,99999,18954.2027,126.9302,60.1977,49.7708,10216.9778,11415.3778,0.0015,0.0,50.0
train,vfw,4,1024,100,16643.1864,100.1017,9.6376,28.2584,7503.5356,11281.2117,0.0141,0.0033,50.0
train,vfw,3,768,45,10680.4518,44.9978,9.3898,25.474,2484.8465,9324.8163,0.1502,0.733,50.0
train,vfw,1,640,90,15549.0877,90.018,45.4127,24.5371,6281.5236,10638.4428,0.0153,0.1333,50.0
train,vfw,3,896,55,11763.9845,54.9961,10.5732,25.4071,2382.5474,8543.6948,0.3107,0.5996,50.0
train,vfw,1,1024,40,10114.0039,39.964,21.9799,23.873,2284.4051,9134.0601,0.1323,0.7994,50.0
train,vfw,2,640,25,8517.0896,24.9936,12.1465,24.5867,655.3747,8845.9483,0.0692,0.9998,50.0
train,vfw,4,640,50,11115.6577,50.0058,8.4293,27.8721,2925.8138,8106.0176,0.2166,0.6664,50.0
train,vfw,1,512,55,11678.4565,55.0087,35.8176,24.3296,3401.1164,9845.7182,0.0057,0.6,50.0
train,vfw,4,896,65,12806.3453,65.0434,9.0768,27.7949,4092.5818,9865.0146,0.1767,0.4676,50.0
train,vfw,3,512,99999,18951.9932,126.9534,17.1851,24.8224,8262.2571,9093.7836,0.016,0.0,50.0
train,vfw,1,640,70,13352.2529,70.0142,37.8288,24.6694,5071.9295,10681.9465,0.0174,0.3999,50.0
train,vfw,1,768,90,15562.4712,90.0014,40.3437,24.4855,6924.5218,11309.1881,0.0182,0.1333,50.0
train,vfw,4,640,95,16065.2369,95.0268,11.2192,28.687,6548.569,10429.859,0.0278,0.0674,50.0
train,vfw,4,1024,60,12270.5564,60.0406,8.0715,27.6836,3969.5592,10434.4119,0.1128,0.5344,49.0
train,vfw,1,512,75,13889.5947,75.0412,42.8299,24.7121,4836.4399,10067.1469,0.0095,0.3333,50.0
train,vfw,1,512,25,8368.4388,24.9564,25.3851,23.8033,437.1855,8473.9809,0.0,1.0,50.0
train,vfw,3,640,90,15533.7982,90.0021,12.7511,25.7071,6751.1633,11136.5637,0.0279,0.1333,50.0
train,vfw,3,256,25,8475.1699,24.9647,9.0782,51.943,377.1,5842.5556,0.0,1.0,50.0
train,vfw,3,512,80,14455.0262,80.0091,11.4985,25.1378,5438.4732,10517.3995,0.0104,0.2667,50.0
train,vfw,1,384,100,16612.1589,99.9284,52.2704,36.7156,7300.6363,11307.9188,0.0143,0.0,50.0
train,vfw,4,768,75,13883.7751,75.0366,9.5687,28.1728,5283.289,10112.3887,0.1063,0.3342,50.0
train,vfw,4,256,35,9484.7337,34.9671,5.4169,54.2212,1019.8048,8448.0118,0.0768,0.866,50.0
train,vfw,3,256,30,9031.4188,29.9895,9.5667,51.9783,1362.9717,6470.6266,0.0009,0.9333,50.0
train,vfw,2,896,65,12848.8951,64.98,15.8675,25.6005,4591.7906,10079.2719,0.0423,0.4664,50.0
train,vfw,1,256,35,9544.5677,34.9713,35.5783,49.378,1036.9808,8649.5476,0.0775,0.866,48.0
train,vfw,1,512,60,12233.1654,60.0212,39.5017,24.8517,4210.7985,10414.135,0.0067,0.5333,50.0
train,vfw,1,512,100,16647.7188,100.094,52.5467,25.5152,7670.9987,11415.3778,0.0143,0.0,50.0
train,vfw,3,512,55,11767.9931,55.005,10.7142,24.7769,3475.6653,9927.5513,0.0057,0.6,50.0
train,vfw,1,256,30,9005.4766,29.9986,34.3316,49.7781,1244.7648,9065.641,0.1256,0.9326,48.0
train,vfw,1,256,75,13880.895,74.8384,46.1882,49.2424,5260.4906,10450.7949,0.0386,0.3331,49.0
validation,vfw,4,512,25,8480.0444,24.9989,4.9,26.1858,618.3111,8806.0444,0.4581,0.9992,50.0
train,vfw,3,768,45,10677.2018,44.992,8.5971,25.07,1567.1382,8316.8597,0.166,0.733,50.0
train,vfw,2,768,30,9049.9242,29.9626,12.4219,24.9362,724.7261,8762.8117,0.0473,0.933,50.0
train,vfw,3,640,99999,18961.017,126.9443,17.7661,25.805,8023.915,9032.8636,0.0015,0.0,50.0
train,vfw,1,896,95,16118.9255,94.9554,38.8235,24.4895,7281.1297,11415.3778,0.0170,0.0666,50.0
train,vfw,2,640,25,8507.5728,24.9946,11.5898,24.476,1008.4739,9114.7329,0.0248,0.9998,50.0
train,vfw,2,1024,95,16076.7647,95.0003,17.6781,25.943,7093.196,11124.9068,0.0198,0.0666,50.0
train,vfw,3,256,30,9033.7284,30.0065,9.7333,51.7332,731.2893,6470.5002,0.001,0.9333,50.0
train,vfw,2,512,35,9588.8157,34.9767,13.6446,24.3936,1939.1372,9649.691,0.0019,0.8667,50.0
train,vfw,1,640,30,8943.4919,29.9645,25.2912,23.6742,1027.1518,8934.3946,0.0214,0.9331,50.0
train,vfw,3,1024,40,10125.0254,39.9921,9.8885,25.375,1750.0843,8382.5838,0.3811,0.7994,50.0
train,vfw,3,512,40,10155.5916,40.0077,9.4092,24.8736,2587.1209,10023.5049,0.0028,0.8,50.0
train,vfw,3,896,30,9048.4698,30.0041,6.716,25.5051,1179.5637,8683.0698,0.2443,0.9328,50.0
train,vfw,4,256,45,10592.8547,44.985,6.6973,54.7054,2699.6857,9650.6727,0.0672,0.7327,50.0
train,vfw,3,384,65,12833.1489,65.005,12.1014,38.5545,4663.4793,9930.8904,0.0075,0.4667,50.0
train,vfw,4,768,35,9492.4702,35.0057,7.9853,27.7398,1560.4886,8040.4073,0.2538,0.8662,50.0
train,vfw,3,512,99999,18953.1812,126.9518,15.976,25.1874,8157.0614,9199.0936,0.0013,0.0,50.0
train,vfw,2,768,25,8508.9429,24.993,11.6905,24.851,812.6747,9606.263,0.0,0.9996,50.0
train,vfw,4,768,40,10038.5686,40.0104,7.3178,27.588,1552.7264,8214.3523,0.2353,0.7997,50.0
train,vfw,2,512,85,15023.8257,84.9496,20.7941,24.9773,6411.1022,11089.0994,0.0113,0.2,50.0
train,vfw,4,256,35,9495.6667,34.986,5.4365,54.2832,2005.8729,9556.874,0.0768,0.866,50.0
train,vfw,2,640,99999,18975.643,127.0089,28.7473,25.2711,9675.1711,11387.8444,0.0017,0.0,50.0
train,vfw,1,1024,95,16139.0583,94.9195,33.6467,24.7788,7535.6661,11415.3778,0.0192,0.0666,50.0
train,vfw,1,768,55,11716.0017,54.9793,30.0812,24.0929,3030.4944,9486.633,0.032,0.5998,50.0
train,vfw,4,640,35,9453.0655,34.978,8.0822,27.1468,1002.3671,6782.0121,0.1915,0.8661,50.0
train,vfw,2,640,100,16640.1486,99.9578,22.7938,25.2522,7379.3004,11415.3778,0.0142,0.0,50.0
train,vfw,2,896,75,13924.5226,74.987,17.2548,25.5908,4820.1662,10418.8011,0.0343,0.3331,50.0
train,vfw,3,768,99999,18967.6091,126.9503,17.3058,25.6288,8383.0329,9346.0087,0.0014,0.0,50.0
train,vfw,2,384,25,8440.3202,24.9838,12.3119,38.5888,494.8617,8721.3767,0.046,0.9995,50.0
train,vfw,3,512,75,13922.3165,75.0024,12.0056,25.6717,5591.6554,10843.2818,0.0095,0.3333,50.0
train,vfw,4,512,70,13294.5827,70.0006,10.2705,28.5401,4884.9912,9338.0432,0.0672,0.3997,50.0
train,vfw,1,1024,45,10660.9003,44.9767,23.6873,23.7989,2698.8278,9725.4722,0.0824,0.7327,50.0
train,vfw,2,896,95,16085.0354,94.9753,19.1066,25.8574,7191.8137,10999.5034,0.0182,0.0666,50.0
train,vfw,4,768,60,12237.7058,60.0328,6.9907,27.9626,3570.4166,9193.5237,0.1616,0.5337,50.0
train,vfw,3,768,25,8523.1702,25.0011,7.1346,25.0973,713.5,8388.7341,0.2481,0.9996,50.0
train,vfw,4,768,70,13335.6759,70.0263,10.2053,28.4399,5034.0181,9979.625,0.1247,0.4007,50.0
train,vfw,3,640,40,10157.8343,40.0026,8.0144,25.403,2076.6863,9108.6122,0.1595,0.7998,50.0
train,vfw,1,384,95,16071.2051,94.9243,51.0751,36.8799,6757.1561,11013.1038,0.0163,0.0666,50.0
train,vfw,3,256,95,16047.2394,94.9894,17.6695,51.3386,7210.0064,11271.0595,0.0117,0.0667,50.0
train,vfw,1,1024,60,12306.2637,59.9573,26.0484,24.0023,4224.7716,10434.1541,0.0534,0.5329,50.0
train,vfw,3,896,45,10672.2712,45.0016,8.9815,25.2892,1957.2876,8771.8053,0.2122,0.7329,50.0
train,vfw,4,896,80,14449.7399,80.0617,10.5733,28.0313,5675.1806,10487.9962,0.107,0.2683,50.0
train,vfw,3,512,55,11769.7944,54.9983,9.4798,24.9118,3067.6646,9480.9765,0.0056,0.6,50.0
train,vfw,1,640,100,16655.4687,100.0378,47.9695,25.0002,7905.3327,11415.3778,0.0143,0.0,50.0
train,vfw,3,1024,85,15002.9602,84.9882,13.162,26.431,5520.7098,10417.8337,0.0894,0.1998,50.0
train,vfw,2,768,45,10682.4287,44.9915,14.139,25.0665,2002.6203,9552.6848,0.0402,0.733,50.0
train,vfw,2,768,25,8521.368,24.9901,12.0206,24.8826,800.3851,9180.8476,0.0497,0.9996,50.0
train,vfw,1,384,80,14429.5776,79.9272,45.9291,36.9341,5686.3407,10614.2791,0.0221,0.2666,50.0
train,vfw,4,640,75,13858.7081,75.0043,10.7215,27.9346,4862.7933,9405.4835,0.0823,0.3336,50.0
train,vfw,4,256,55,11692.6974,54.9938,9.177,55.263,3718.1054,10125.2451,0.0575,0.5995,50.0
train,vfw,4,512,70,13298.4607,70.0111,9.3727,28.4042,5119.5266,9620.2667,0.0672,0.3997,50.0
train,vfw,3,256,75,13899.1778,75.0118,12.8673,52.164,5665.8404,10063.8668,0.0094,0.3333,50.0
train,vfw,1,256,55,11706.9705,54.9169,40.2908,49.5876,3651.834,10307.5416,0.0624,0.5995,49.0
train,vfw,4,1024,85,15007.7843,85.0775,10.534,27.9358,5808.8927,10401.2657,0.119,0.2025,50.0
train,vfw,1,896,99999,18972.5056,126.8894,54.8635,23.7119,10094.7267,11222.8752,0.0013,0.0,50.0
train,vfw,3,512,30,9082.472,29.9942,7.2779,24.6681,689.7685,8617.9283,0.0009,0.9333,50.0
train,vfw,4,384,80,14412.3192,79.9975,10.1368,42.104,5906.4369,10471.9024,0.0415,0.2665,50.0
train,vfw,4,896,50,11166.9424,50.0157,7.5573,27.7045,3307.7552,9329.4505,0.2464,0.667,50.0
train,vfw,2,896,40,10149.9679,39.9882,13.3398,25.382,2414.0511,9977.1666,0.0625,0.7995,50.0
train,vfw,3,768,35,9597.7555,35.0068,8.4538,24.9529,1762.1261,9085.8523,0.2008,0.8663,50.0
train,vfw,3,512,80,14456.8495,80.0183,11.5165,25.0175,5276.9782,10577.2971,0.0105,0.2667,50.0
train,vfw,2,384,99999,18969.6581,126.9928,29.346,37.8982,7884.7344,9148.3972,0.0015,0.0,50.0
train,vfw,4,256,45,10583.4003,44.9664,7.7027,53.9065,1903.6397,8753.5844,0.0672,0.7327,50.0
train,vfw,2,896,90,15548.2476,89.9918,18.6563,25.4738,6618.2131,10991.9485,0.0222,0.1333,50.0
train,vfw,4,640,30,8910.4132,30.0055,5.8669,27.7415,1210.6146,7217.422,0.2051,0.9326,50.0
train,vfw,3,512,60,12307.2205,60.0071,10.3523,25.1426,3693.4712,10062.826,0.0067,0.5333,50.0
train,vfw,3,384,70,13346.7415,69.9519,12.1722,38.3843,4142.066,8973.6204,0.0085,0.4,50.0
train,vfw,3,768,25,8529.7211,24.995,7.4629,24.8345,363.3,7542.5917,0.329,0.9996,50.0
train,vfw,4,1024,85,15006.2693,85.0762,9.8669,27.9005,6605.7082,10928.2548,0.0982,0.2025,50.0
train,vfw,2,896,25,8528.6691,24.9929,13.9905,24.9923,464.9283,9052.7196,0.0746,0.9994,50.0
train,vfw,2,768,35,9604.1672,34.9839,12.5424,24.904,973.0897,8672.0283,0.045,0.8663,50.0
train,vfw,4,896,60,12266.0397,60.0394,8.057,28.0019,4231.013,10108.307,0.1999,0.5341,50.0
train,vfw,3,640,35,9605.0229,34.9955,7.8354,24.9151,1651.8187,9234.5609,0.0636,0.8665,50.0
train,vfw,3,768,80,14461.9866,80.002,11.6613,25.7723,5154.5448,10223.3929,0.1031,0.2666,50.0
train,vfw,3,640,80,14457.3611,80.0073,11.2942,25.3505,5632.9556,10848.7207,0.0228,0.2666,50.0
train,vfw,1,256,25,8457.1893,25.0029,32.4875,49.4861,363.7,7760.6214,0.0872,0.9992,48.0
train,vfw,2,512,65,12846.507,64.9542,17.2582,24.7012,3894.0395,9673.3024,0.0076,0.4667,50.0
train,vfw,1,384,25,8412.8838,24.9856,29.8814,36.7599,961.6101,9222.6362,0.0436,0.9996,49.0
